Ubicacion,Tipo
savalla comtat,Municipio
secuita,Municipio
selva camp,Municipio
senan,Municipio
senia,Municipio
solivella,Municipio
tarragona,Municipio
tivenys,Municipio
tivissa,Municipio
torre fontaubella,Municipio
torre,Municipio
torredembarra,Municipio
torroja priorat,Municipio
tortosa,Municipio
ulldecona,Municipio
ulldemolins,Municipio
vallclara,Municipio
vallfogona riucorb,Municipio
vallmoll,Municipio
valls,Municipio
vandellos,Municipio
vendrell,Municipio
vespella gaia,Municipio
vilabella,Municipio
vilalba dels arcs,Municipio
vilallonga camp,Municipio
vilanova prades,Municipio
vilanova,Municipio
vilaplana,Municipio
vila rodona,Municipio
vila seca,Municipio
vilaverd,Municipio
vilella alta,Municipio
vilella baixa,Municipio
vimbodi,Municipio
vinebre,Municipio
vinyols arcs,Municipio
xerta,Municipio
ababuj,Municipio
abejuela,Municipio
aguaton,Municipio
aguaviva,Municipio
aguilar alfambra,Municipio
alacon,Municipio
alba,Municipio
albalate arzobispo,Municipio
albarracin,Municipio
albentosa,Municipio
alcaine,Municipio
alcala selva,Municipio
alcaniz,Municipio
alcorisa,Municipio
alfambra,Municipio
aliaga,Municipio
allepuz,Municipio
alloza,Municipio
allueva,Municipio
almohaja,Municipio
alobras,Municipio
alpenes,Municipio
anadon,Municipio
andorra,Municipio
arcos salinas,Municipio
arens lledo,Municipio
argente,Municipio
arino,Municipio
azaila,Municipio
badenas,Municipio
baguena,Municipio
banon,Municipio
barrachina,Municipio
,Municipio
beceite,Municipio
bello,Municipio
belmonte jose,Municipio
berge,Municipio
bezas,Municipio
blancas,Municipio
blesa,Municipio
bordon,Municipio
bronchales,Municipio
,Municipio
burbaguena,Municipio
cabra mora,Municipio
calaceite,Municipio
calamocha,Municipio
calanda,Municipio
calomarde,Municipio
camanas,Municipio
camarena sierra,Municipio
camarillas,Municipio
caminreal,Municipio
cantavieja,Municipio
canada benatanduz,Municipio
canada verich,Municipio
canada vellida,Municipio
canizar olivar,Municipio
cascante,Municipio
castejon tornos,Municipio
castel cabra,Municipio
castellar,Municipio
castellote,Municipio
castelnou,Municipio
castelseras,Municipio
cedrillas,Municipio
celadas,Municipio
cella,Municipio
cerollera,Municipio
codonera,Municipio
corbalan,Municipio
cortes aragon,Municipio
cosa,Municipio
cretas,Municipio
crivillen,Municipio
cuba,Municipio
cubla,Municipio
cucalon,Municipio
cuervo,Municipio
cuevas almuden,Municipio
cuevas labradas,Municipio
ejulve,Municipio
escorihuela,Municipio
escucha,Municipio
estercuel,Municipio
ferreruela huerva,Municipio
fonfria,Municipio
formiche alto,Municipio
fornoles,Municipio
fortanete,Municipio
calanda,Municipio
fresneda,Municipio
frias albarracin,Municipio
fuenferrada,Municipio
fuentes calientes,Municipio
fuentes claras,Municipio
fuentes rubielos,Municipio
fuentespalda,Municipio
galve,Municipio
gargallo,Municipio
albarracin,Municipio
ginebrosa,Municipio
griegos,Municipio
guadalaviar,Municipio
gudar,Municipio
hijar,Municipio
hinojosa jarque,Municipio
vieja,Municipio
huesa comun,Municipio
iglesuela,Municipio
jabaloyas,Municipio
jarque,Municipio
jatiel,Municipio
jorcas,Municipio
josa,Municipio
lagueruela,Municipio
lanzuela,Municipio
libros,Municipio
lidon,Municipio
linares mora,Municipio
lledo,Municipio
loscos,Municipio
maicas,Municipio
manzanera,Municipio
martin,Municipio
matas,Municipio
mata olmos,Municipio
mazaleon,Municipio
mezquita jarque,Municipio
mirambel,Municipio
miravete sierra,Municipio
molinos,Municipio
monforte moyuela,Municipio
monreal campo,Municipio
monroyo,Municipio
montalban,Municipio
monteagudo castillo,Municipio
monterde albarracin,Municipio
mora rubielos,Municipio
moscardon,Municipio
mosqueruela,Municipio
muniesa,Municipio
noguera albarracin,Municipio
nogueras,Municipio
nogueruelas,Municipio
obon,Municipio
odon,Municipio
ojos negros,Municipio
olba,Municipio
oliete,Municipio
olmos,Municipio
orihuela tremedal,Municipio
orrios,Municipio
palomar arroyos,Municipio
pancrudo,Municipio
parras castellote,Municipio
penarroya tastavins,Municipio
peracense,Municipio
peralejos,Municipio
perales alfambra,Municipio
pitarque,Municipio
plou,Municipio
pobo,Municipio
portellada,Municipio
pozondon,Municipio
pozuel campo,Municipio
puebla hijar,Municipio
puebla valverde,Municipio
puertomingalvo,Municipio
rafales,Municipio
rillo,Municipio
riodeva,Municipio
rodenas,Municipio
royuela,Municipio
rubiales,Municipio
rubielos cerida,Municipio
rubielos mora,Municipio
salcedillo,Municipio
saldon,Municipio
samper calanda,Municipio
agustin,Municipio
martin,Municipio
santa cruz nogueras,Municipio
santa eulalia,Municipio
sarrion,Municipio
segura banos,Municipio
seno,Municipio
singra,Municipio
terriente,Municipio
teruel,Municipio
toril masegoso,Municipio
tormon,Municipio
tornos,Municipio
torralba sisones,Municipio
torre arcas,Municipio
torre arcas,Municipio
torre compte,Municipio
torre negros,Municipio
torrecilla alcaniz,Municipio
torrecilla rebollar,Municipio
torrelacarcel,Municipio
torremocha jiloca,Municipio
torres albarracin,Municipio
torrevelilla,Municipio
torrijas,Municipio
torrijo campo,Municipio
tramacastiel,Municipio
tramacastilla,Municipio
tronchon,Municipio
urrea gaen,Municipio
utrillas,Municipio
valacloche,Municipio
valbona,Municipio
valdealgorfa,Municipio
valdecuenca,Municipio
valdelinares,Municipio
valdeltormo,Municipio
valderrobres,Municipio
valjunquera,Municipio
vallecillo,Municipio
veguillas sierra,Municipio
villafranca campo,Municipio
villahermosa campo,Municipio
villanueva rebollar sierra,Municipio
villar cobo,Municipio
villar salz,Municipio
villarluengo,Municipio
villarquemado,Municipio
villarroya pinares,Municipio
villastar,Municipio
villel,Municipio
vinaceite,Municipio
visiedo,Municipio
vivel martin,Municipio
zoma,Municipio
ajofrin,Municipio
alameda sagra,Municipio
albarreal tajo,Municipio
alcabon,Municipio
alcanizo,Municipio
alcaudete jara,Municipio
alcolea tajo,Municipio
aldea cabo,Municipio
aldeanueva barbarroya,Municipio
aldeanueva bartolome,Municipio
almendral canada,Municipio
almonacid toledo,Municipio
almorox,Municipio
anover tajo,Municipio
arcicollar,Municipio
arges,Municipio
azutan,Municipio
barcience,Municipio
bargas,Municipio
belvis jara,Municipio
borox,Municipio
buenaventura,Municipio
burguillos toledo,Municipio
burujon,Municipio
cabanas sagra,Municipio
cabanas yepes,Municipio
cabezamesada,Municipio
calera chozas,Municipio
caleruela,Municipio
calzada oropesa,Municipio
camarena,Municipio
camarenilla,Municipio
campillo jara,Municipio
camunas,Municipio
cardiel montes,Municipio
carmena,Municipio
carpio tajo,Municipio
carranque,Municipio
carriches,Municipio
casar escalona,Municipio
casarrubios monte,Municipio
casasbuenas,Municipio
castillo bayuela,Municipio
cazalegas,Municipio
cebolla,Municipio
cedillo condado,Municipio
cerralbos,Municipio
cervera montes,Municipio
chozas canales,Municipio
chueca,Municipio
ciruelos,Municipio
cobeja,Municipio
cobisa,Municipio
consuegra,Municipio
corral almaguer,Municipio
cuerva,Municipio
domingo perez,Municipio
dosbarrios,Municipio
erustes,Municipio
escalona,Municipio
escalonilla,Municipio
espinoso,Municipio
esquivias,Municipio
estrella,Municipio
fuensalida,Municipio
galvez,Municipio
garciotum,Municipio
gerindote,Municipio
guadamur,Municipio
guardia,Municipio
herencias,Municipio
herreruela oropesa,Municipio
hinojosa vicente,Municipio
hontanar,Municipio
hormigos,Municipio
huecas,Municipio
huerta valdecarabanos,Municipio
iglesuela,Municipio
illan vacas,Municipio
illescas,Municipio
lagartera,Municipio
layos,Municipio
lillo,Municipio
lominchar,Municipio
lucillos,Municipio
madridejos,Municipio
magan,Municipio
malpica tajo,Municipio
manzaneque,Municipio
maqueda,Municipio
marjaliza,Municipio
marrupe,Municipio
mascaraque,Municipio
mata,Municipio
mazarambroz,Municipio
mejorada,Municipio
menasalbas,Municipio
mentrida,Municipio
mesegar tajo,Municipio
miguel esteban,Municipio
mocejon,Municipio
mohedas jara,Municipio
montearagon,Municipio
montesclaros,Municipio
mora,Municipio
nambroca,Municipio
nava ricomalillo,Municipio
navahermosa,Municipio
navalcan,Municipio
navalmoralejo,Municipio
navalmorales,Municipio
navalucillos,Municipio
navamorcuende,Municipio
noblejas,Municipio
noez,Municipio
nombela,Municipio
noves,Municipio
numancia sagra,Municipio
nuno gomez,Municipio
ocana,Municipio
olias,Municipio
ontigola,Municipio
orgaz,Municipio
oropesa,Municipio
otero,Municipio
palomeque,Municipio
pantoja,Municipio
paredes escalona,Municipio
parrillas,Municipio
pelahustan,Municipio
pepino,Municipio
polan,Municipio
portillo toledo,Municipio
puebla almoradiel,Municipio
puebla montalban,Municipio
pueblanueva,Municipio
puente arzobispo,Municipio
puerto vicente,Municipio
pulgar,Municipio
quero,Municipio
quintanar orden,Municipio
quismondo,Municipio
real vicente,Municipio
recas,Municipio
retamoso jara,Municipio
rielves,Municipio
robledo mazo,Municipio
romeral,Municipio
bartolome abiertas,Municipio
martin montalban,Municipio
martin pusa,Municipio
pablo montes,Municipio
roman montes,Municipio
santa pusa,Municipio
santa cruz zarza,Municipio
santa cruz retamar,Municipio
santa olalla,Municipio
santo domingo caudilla,Municipio
sartajada,Municipio
segurilla,Municipio
sesena,Municipio
sevilleja jara,Municipio
sonseca,Municipio
sotillo palomas,Municipio
talavera reina,Municipio
tembleque,Municipio
toboso,Municipio
toledo,Municipio
torralba oropesa,Municipio
torre esteban hambran,Municipio
torrecilla jara,Municipio
torrico,Municipio
torrijos,Municipio
totanes,Municipio
turleque,Municipio
ugena,Municipio
urda,Municipio
valdeverdeja,Municipio
valmojado,Municipio
velada,Municipio
ventas pena aguilera,Municipio
ventas retamosa,Municipio
ventas julian,Municipio
villa fadrique,Municipio
villacanas,Municipio
villafranca caballeros,Municipio
villaluenga sagra,Municipio
villamiel toledo,Municipio
villaminaya,Municipio
villamuelas,Municipio
villanueva alcardete,Municipio
villanueva bogas,Municipio
villarejo montalban,Municipio
villarrubia santiago,Municipio
villaseca sagra,Municipio
villasequilla,Municipio
villatobas,Municipio
viso juan,Municipio
yebenes,Municipio
yeles,Municipio
yepes,Municipio
yuncler,Municipio
yunclillos,Municipio
yuncos,Municipio
ademuz,Municipio
ador,Municipio
agullent,Municipio
aielo malferit,Municipio
aielo rugat,Municipio
alaquas,Municipio
albaida,Municipio
albal,Municipio
albalat ribera,Municipio
albalat dels sorells,Municipio
albalat dels tarongers,Municipio
alberic,Municipio
alborache,Municipio
alboraya,Municipio
albuixech,Municipio
alcantera xuquer,Municipio
alcasser,Municipio
alcublas,Municipio
alcudia,Municipio
alcudia crespins,Municipio
aldaia,Municipio
alfafar,Municipio
alfara algimia,Municipio
alfara patriarca,Municipio
alfarp,Municipio
alfarrasi,Municipio
alfauir,Municipio
algar palancia,Municipio
algemesi,Municipio
algimia alfara,Municipio
alginet,Municipio
almassera,Municipio
almisera,Municipio
almoines,Municipio
almussafes,Municipio
alpuente,Municipio
alqueria comtessa,Municipio
alzira,Municipio
andilla,Municipio
anna,Municipio
antella,Municipio
aras olmos,Municipio
atzeneta,Municipio
ayora,Municipio
barx,Municipio
barxeta,Municipio
belgida,Municipio
bellreguard,Municipio
bellus,Municipio
benageber,Municipio
benaguasil,Municipio
benavites,Municipio
beneixida,Municipio
benetusser,Municipio
beniarjo,Municipio
beniatjar,Municipio
benicolet,Municipio
benicull xuquer,Municipio
benifaio,Municipio
benifairo valldigna,Municipio
benifairo valls,Municipio
benifla,Municipio
beniganim,Municipio
benimodo,Municipio
benimuslem,Municipio
beniparrell,Municipio
benirredra,Municipio
benisano,Municipio
benissoda,Municipio
benisuera,Municipio
betera,Municipio
bicorp,Municipio
bocairent,Municipio
bolbaite,Municipio
bonrepos mirambell,Municipio
bufali,Municipio
bugarra,Municipio
bunol,Municipio
burjassot,Municipio
calles,Municipio
camporrobles,Municipio
canals,Municipio
canet berenguer,Municipio
carcaixent,Municipio
carcer,Municipio
carlet,Municipio
carricola,Municipio
casas altas,Municipio
casas bajas,Municipio
casinos,Municipio
castello ribera,Municipio
castello rugat,Municipio
castellonet conquesta,Municipio
castielfabib,Municipio
catadau,Municipio
catarroja,Municipio
caudete fuentes,Municipio
cerda,Municipio
chella,Municipio
chelva,Municipio
chera,Municipio
cheste,Municipio
chiva,Municipio
chulilla,Municipio
cofrentes,Municipio
corbera,Municipio
cortes pallas,Municipio
cotes,Municipio
cullera,Municipio
daimus,Municipio
domeno,Municipio
aguas,Municipio
eliana,Municipio
emperador,Municipio
enguera,Municipio
enova,Municipio
estivella,Municipio
estubeny,Municipio
faura,Municipio
favara,Municipio
foios,Municipio
font figuera,Municipio
font carros,Municipio
fontanars dels alforins,Municipio
fortaleny,Municipio
fuenterrobles,Municipio
gandia,Municipio
gatova,Municipio
gavarda,Municipio
genoves,Municipio
gestalgar,Municipio
gilet,Municipio
godella,Municipio
godelleta,Municipio
granja costera,Municipio
guadasequies,Municipio
guadassuar,Municipio
guardamar safor,Municipio
higueruelas,Municipio
jalance,Municipio
jarafuel,Municipio
llanera ranes,Municipio
llauri,Municipio
lliria,Municipio
llocnou corona,Municipio
llocnou sant jeroni,Municipio
llocnou fenollet,Municipio
llombai,Municipio
llosa ranes,Municipio
llutxent,Municipio
loriguilla,Municipio
losa obispo,Municipio
macastre,Municipio
manises,Municipio
manuel,Municipio
marines,Municipio
masalaves,Municipio
massalfassar,Municipio
massamagrell,Municipio
massanassa,Municipio
meliana,Municipio
millares,Municipio
miramar,Municipio
mislata,Municipio
mogente moixent,Municipio
moncada,Municipio
montaverner,Municipio
montesa,Municipio
montichelvo,Municipio
montroy,Municipio
montserrat,Municipio
museros,Municipio
naquera,Municipio
navarres,Municipio
novele novetle,Municipio
oliva,Municipio
olleria,Municipio
olocau,Municipio
ontinyent,Municipio
otos,Municipio
paiporta,Municipio
palma gandia,Municipio
palmera,Municipio
palomar,Municipio
paterna,Municipio
pedralba,Municipio
petres,Municipio
picanya,Municipio
picassent,Municipio
piles,Municipio
pinet,Municipio
pobla farnals,Municipio
pobla vallbona,Municipio
pobla,Municipio
pobla llarga,Municipio
polinya xuquer,Municipio
potries,Municipio
pucol,Municipio
puebla miguel,Municipio
puig,Municipio
quart valls,Municipio
quart poblet,Municipio
quartell,Municipio
quatretonda,Municipio
quesa,Municipio
rafelbunol rafelbunyol,Municipio
rafelcofer,Municipio
rafelguaraf,Municipio
rafol salem,Municipio
real gandia,Municipio
real montroi,Municipio
requena,Municipio
riba roja turia,Municipio
riola,Municipio
rocafort,Municipio
rotgla corbera,Municipio
rotova,Municipio
rugat,Municipio
sagunto sagunt,Municipio
salem,Municipio
antonio benageber,Municipio
juan enova,Municipio
sedavi,Municipio
segart,Municipio
sellent,Municipio
sempere,Municipio
senyera,Municipio
serra,Municipio
aguas,Municipio
silla,Municipio
simat valldigna,Municipio
sinarcas,Municipio
sollana,Municipio
chera,Municipio
sueca,Municipio
sumacarcer,Municipio
tavernes blanques,Municipio
tavernes valldigna,Municipio
teresa cofrentes,Municipio
terrateig,Municipio
titaguas,Municipio
torrebaja,Municipio
torrella,Municipio
torrent,Municipio
torres torres,Municipio
tous,Municipio
tuejar,Municipio
turis,Municipio
utiel,Municipio
valencia,Municipio
vallada,Municipio
vallanca,Municipio
valles,Municipio
venta moro,Municipio
vilamarxant,Municipio
villalonga,Municipio
villar arzobispo,Municipio
villargordo cabriel,Municipio
vinalesa,Municipio
xativa,Municipio
xeraco,Municipio
xeresa,Municipio
xirivella,Municipio
yatova,Municipio
yesa,Municipio
zarra,Municipio
adalia,Municipio
aguasal,Municipio
aguilar campos,Municipio
alaejos,Municipio
alcazaren,Municipio
aldea miguel,Municipio
aldeamayor martin,Municipio
almenara adaja,Municipio
amusquillo,Municipio
arroyo encomienda,Municipio
ataquines,Municipio
bahabon,Municipio
barcial loma,Municipio
barruelo valle,Municipio
becilla valderaduey,Municipio
benafarces,Municipio
bercero,Municipio
berceruelo,Municipio
berrueces,Municipio
bobadilla campo,Municipio
bocigas,Municipio
bocos duero,Municipio
boecillo,Municipio
bolanos campos,Municipio
brahojos medina,Municipio
bustillo chaves,Municipio
cabezon pisuerga,Municipio
cabezon valderaduey,Municipio
cabreros monte,Municipio
campaspero,Municipio
campillo,Municipio
camporredondo,Municipio
canalejas penafiel,Municipio
canillas esgueva,Municipio
carpio,Municipio
casasola arion,Municipio
castrejon trabancos,Municipio
castrillo duero,Municipio
castrillo tejeriego,Municipio
castrobol,Municipio
castrodeza,Municipio
castromembibre,Municipio
castromonte,Municipio
castronuevo esgueva,Municipio
castronuno,Municipio
castroponce,Municipio
castroverde cerrato,Municipio
ceinos campos,Municipio
cervillego cruz,Municipio
cigales,Municipio
cigunuela,Municipio
cisterniga,Municipio
cogeces iscar,Municipio
cogeces monte,Municipio
corcos,Municipio
corrales duero,Municipio
cubillas santa marta,Municipio
cuenca campos,Municipio
curiel duero,Municipio
encinas esgueva,Municipio
esguevillas esgueva,Municipio
fombellida,Municipio
fompedraza,Municipio
fontihoyuelo,Municipio
fresno viejo,Municipio
fuensaldana,Municipio
fuente,Municipio
fuente olmedo,Municipio
gallegos hornija,Municipio
gaton campos,Municipio
geria,Municipio
herrin campos,Municipio
hornillos eresma,Municipio
iscar,Municipio
laguna duero,Municipio
langayo,Municipio
llano olmedo,Municipio
lomoviejo,Municipio
manzanillo,Municipio
marzales,Municipio
matapozuelos,Municipio
matilla canos,Municipio
mayorga,Municipio
medina rioseco,Municipio
medina campo,Municipio
megeces,Municipio
melgar abajo,Municipio
melgar,Municipio
mojados,Municipio
monasterio vega,Municipio
montealegre campos,Municipio
montemayor pililla,Municipio
moral reina,Municipio
moraleja panaderas,Municipio
morales campos,Municipio
mota marques,Municipio
mucientes,Municipio
mudarra,Municipio
muriel,Municipio
nava,Municipio
villa torres,Municipio
olivares duero,Municipio
olmedo,Municipio
olmos esgueva,Municipio
olmos penafiel,Municipio
palazuelo vedija,Municipio
parrilla,Municipio
pedraja portillo,Municipio
pedrajas esteban,Municipio
pedrosa,Municipio
penafiel,Municipio
penaflor hornija,Municipio
pesquera duero,Municipio
pina esgueva,Municipio
pinel abajo,Municipio
pinel,Municipio
pollos,Municipio
portillo,Municipio
pozal gallinas,Municipio
pozaldez,Municipio
pozuelo orden,Municipio
puras,Municipio
quintanilla,Municipio
quintanilla onesimo,Municipio
quintanilla trigueros,Municipio
quintanilla molar,Municipio
rabano,Municipio
ramiro,Municipio
renedo esgueva,Municipio
roales campos,Municipio
robladillo,Municipio
roturas,Municipio
rubi bracamonte,Municipio
rueda,Municipio
saelices mayorga,Municipio
salvador zapardiel,Municipio
cebrian mazote,Municipio
llorente,Municipio
martin valveni,Municipio
miguel arroyo,Municipio
miguel pino,Municipio
pablo moraleja,Municipio
pedro latarce,Municipio
pelayo,Municipio
roman hornija,Municipio
salvador,Municipio
vicente palacio,Municipio
santa eufemia arroyo,Municipio
santervas campos,Municipio
santibanez valcorba,Municipio
santovenia pisuerga,Municipio
sardon duero,Municipio
seca,Municipio
serrada,Municipio
iglesias trabancos,Municipio
simancas,Municipio
tamariz campos,Municipio
tiedra,Municipio
tordehumos,Municipio
tordesillas,Municipio
torre esgueva,Municipio
torre penafiel,Municipio
torrecilla abadesa,Municipio
torrecilla orden,Municipio
torrecilla torre,Municipio
torrelobaton,Municipio
torrescarcela,Municipio
traspinedo,Municipio
trigueros valle,Municipio
tudela duero,Municipio
union campos,Municipio
urones castroponce,Municipio
uruena,Municipio
valbuena duero,Municipio
valdearcos vega,Municipio
valdenebro valles,Municipio
valdestillas,Municipio
valdunquillo,Municipio
valladolid,Municipio
valoria,Municipio
valverde campos,Municipio
vega ruiponce,Municipio
vega valdetronco,Municipio
velascalvaro,Municipio
velilla,Municipio
velliza,Municipio
ventosa cuesta,Municipio
viana cega,Municipio
villabanez,Municipio
villabaruz campos,Municipio
villabragima,Municipio
villacarralon,Municipio
villacid campos,Municipio
villaco,Municipio
villafrades campos,Municipio
villafranca duero,Municipio
villafrechos,Municipio
villafuerte,Municipio
villagarcia campos,Municipio
villagomez,Municipio
villalan campos,Municipio
villalar comuneros,Municipio
villalba loma,Municipio
villalba alcores,Municipio
villalbarba,Municipio
villalon campos,Municipio
villamuriel campos,Municipio
villan tordesillas,Municipio
villanubla,Municipio
villanueva duero,Municipio
villanueva condesa,Municipio
villanueva caballeros,Municipio
villanueva infantes,Municipio
villanueva mancio,Municipio
villardefrades,Municipio
villarmentero esgueva,Municipio
villasexmir,Municipio
villavaquerin,Municipio
villavellid,Municipio
villaverde medina,Municipio
villavicencio caballeros,Municipio
viloria,Municipio
wamba,Municipio
zaratan,Municipio
zarza,Municipio
abadino,Municipio
abanto ciervana abanto zierbena,Municipio
ajangiz,Municipio
alonsotegi,Municipio
amorebieta etxano,Municipio
amoroto,Municipio
arakaldo,Municipio
arantzazu,Municipio
areatza,Municipio
arrankudiaga,Municipio
arratzu,Municipio
arrieta,Municipio
arrigorriaga,Municipio
artea,Municipio
artzentales,Municipio
atxondo,Municipio
aulesti,Municipio
bakio,Municipio
balmaseda,Municipio
barakaldo,Municipio
barrika,Municipio
basauri,Municipio
bedia,Municipio
berango,Municipio
bermeo,Municipio
berriatua,Municipio
berriz,Municipio
bilbao,Municipio
busturia,Municipio
derio,Municipio
dima,Municipio
durango,Municipio
,Municipio
elantxobe,Municipio
elorrio,Municipio
erandio,Municipio
ereno,Municipio
ermua,Municipio
errigoiti,Municipio
etxebarri,Municipio
etxebarria,Municipio
forua,Municipio
fruiz,Municipio
galdakao,Municipio
galdames,Municipio
gamiz fika,Municipio
garai,Municipio
gatika,Municipio
gautegiz arteaga,Municipio
gernika lumo,Municipio
getxo,Municipio
gizaburuaga,Municipio
gordexola,Municipio
gorliz,Municipio
guenes,Municipio
ibarrangelu,Municipio
igorre,Municipio
ispaster,Municipio
iurreta,Municipio
izurtza,Municipio
karrantza harana valle carranza,Municipio
kortezubi,Municipio
lanestosa,Municipio
larrabetzu,Municipio
laukiz,Municipio
leioa,Municipio
lekeitio,Municipio
lemoa,Municipio
lemoiz,Municipio
lezama,Municipio
loiu,Municipio
mallabia,Municipio
manaria,Municipio
markina xemein,Municipio
maruri jatabe,Municipio
mendata,Municipio
mendexa,Municipio
menaka,Municipio
morga,Municipio
mundaka,Municipio
mungia,Municipio
munitibar arbatzegi gerrikaitz,Municipio
murueta,Municipio
muskiz,Municipio
muxika,Municipio
nabarniz,Municipio
ondarroa,Municipio
orozko,Municipio
ortuella,Municipio
otxandio,Municipio
plentzia,Municipio
portugalete,Municipio
santurtzi,Municipio
sestao,Municipio
sondika,Municipio
sopelana,Municipio
sopuerta,Municipio
sukarrieta,Municipio
trucios turtzioz,Municipio
ubide,Municipio
ugao miraballes,Municipio
urduliz,Municipio
urduna orduna,Municipio
valle trapaga trapagaran,Municipio
zaldibar,Municipio
zalla,Municipio
zamudio,Municipio
zaratamo,Municipio
zeanuri,Municipio
zeberio,Municipio
zierbena,Municipio
ziortza bolibar,Municipio
abezames,Municipio
alcanices,Municipio
alcubilla nogales,Municipio
alfaraz sayago,Municipio
algodre,Municipio
almaraz duero,Municipio
almeida sayago,Municipio
andavias,Municipio
arcenillas,Municipio
arcos polvorosa,Municipio
arganin,Municipio
argujillo,Municipio
arquillinos,Municipio
arrabalde,Municipio
aspariegos,Municipio
asturianos,Municipio
ayoo vidriales,Municipio
barcial barco,Municipio
belver montes,Municipio
benavente,Municipio
benegiles,Municipio
bermillo sayago,Municipio
boveda toro,Municipio
breto,Municipio
bretocino,Municipio
brime,Municipio
brime,Municipio
burganes valverde,Municipio
bustillo,Municipio
cabanas sayago,Municipio
calzadilla tera,Municipio
camarzana tera,Municipio
canizal,Municipio
canizo,Municipio
carbajales alba,Municipio
carbellino,Municipio
casaseca campean,Municipio
casaseca chanas,Municipio
castrillo guarena,Municipio
castrogonzalo,Municipio
castronuevo,Municipio
castroverde campos,Municipio
cazurra,Municipio
cerecinos campos,Municipio
cerecinos carrizal,Municipio
cernadilla,Municipio
cobreros,Municipio
coomonte,Municipio
coreses,Municipio
corrales,Municipio
cotanes monte,Municipio
cubillos,Municipio
cubo benavente,Municipio
cubo tierra vino,Municipio
cuelgamures,Municipio
entrala,Municipio
espadanedo,Municipio
faramontanos tabara,Municipio
fariza,Municipio
fermoselle,Municipio
ferreras abajo,Municipio
ferreras,Municipio
ferreruela,Municipio
figueruela,Municipio
fonfria,Municipio
fresno polvorosa,Municipio
fresno ribera,Municipio
fresno sayago,Municipio
friera valverde,Municipio
fuente encalada,Municipio
fuentelapena,Municipio
fuentes ropel,Municipio
fuentesauco,Municipio
fuentesecas,Municipio
fuentespreadas,Municipio
galende,Municipio
gallegos,Municipio
gallegos,Municipio
gamones,Municipio
gema,Municipio
granja moreruela,Municipio
granucillo,Municipio
guarrate,Municipio
hermisende,Municipio
hiniesta,Municipio
jambrina,Municipio
justel,Municipio
losacino,Municipio
losacio,Municipio
lubian,Municipio
luelmo,Municipio
maderal,Municipio
madridanos,Municipio
mahide,Municipio
maire castroponce,Municipio
malva,Municipio
manganeses lampreana,Municipio
manganeses polvorosa,Municipio
manzanal,Municipio
manzanal infantes,Municipio
manzanal barco,Municipio
matilla arzon,Municipio
matilla seca,Municipio
mayalde,Municipio
melgar tera,Municipio
micereces tera,Municipio
milles polvorosa,Municipio
molacillos,Municipio
molezuelas carballeda,Municipio
mombuey,Municipio
monfarracinos,Municipio
montamarta,Municipio
moral sayago,Municipio
moraleja sayago,Municipio
moraleja vino,Municipio
morales,Municipio
morales toro,Municipio
morales valverde,Municipio
morales vino,Municipio
moralina,Municipio
moreruela infanzones,Municipio
moreruela tabara,Municipio
muelas caballeros,Municipio
muelas,Municipio
muga sayago,Municipio
navianos valverde,Municipio
olmillos castro,Municipio
otero bodas,Municipio
pajares lampreana,Municipio
palacios sanabria,Municipio
palacios,Municipio
pedralba praderia,Municipio
pego,Municipio
peleagonzalo,Municipio
peleas abajo,Municipio
penausende,Municipio
peque,Municipio
perdigon,Municipio
pereruela,Municipio
perilla castro,Municipio
pias,Municipio
piedrahita castro,Municipio
pinilla toro,Municipio
pino,Municipio
pinero,Municipio
pobladura valderaduey,Municipio
pobladura valle,Municipio
porto,Municipio
pozoantiguo,Municipio
pozuelo tabara,Municipio
prado,Municipio
puebla sanabria,Municipio
pueblica valverde,Municipio
quintanilla,Municipio
quintanilla monte,Municipio
quintanilla olmo,Municipio
quiruelas vidriales,Municipio
rabanales,Municipio
rabano aliste,Municipio
requejo,Municipio
revellinos,Municipio
riofrio aliste,Municipio
rionegro puente,Municipio
roales,Municipio
robleda cervantes,Municipio
roelos sayago,Municipio
rosinos requejada,Municipio
salce,Municipio
samir canos,Municipio
agustin pozo,Municipio
cebrian castro,Municipio
cristobal entrevinas,Municipio
esteban molar,Municipio
justo,Municipio
martin valderaduey,Municipio
miguel ribera,Municipio
miguel valle,Municipio
pedro ceque,Municipio
pedro nave almendra,Municipio
vicente cabeza,Municipio
vitero,Municipio
santa clara avedillo,Municipio
santa colomba monjas,Municipio
santa cristina polvorosa,Municipio
santa croya tera,Municipio
santa eufemia barco,Municipio
santa maria vega,Municipio
santa maria valverde,Municipio
santibanez tera,Municipio
santibanez vidriales,Municipio
santovenia,Municipio
sanzoles,Municipio
tabara,Municipio
tapioles,Municipio
toro,Municipio
torre valle,Municipio
torregamones,Municipio
torres carrizal,Municipio
trabazos,Municipio
trefacio,Municipio
quintana,Municipio
vadillo guarena,Municipio
valcabado,Municipio
valdefinjas,Municipio
valdescorriel,Municipio
vallesa guarena,Municipio
vega tera,Municipio
vega villalobos,Municipio
vegalatrave,Municipio
venialbo,Municipio
vezdemarban,Municipio
vidayanes,Municipio
videmala,Municipio
villabrazaro,Municipio
villabuena puente,Municipio
villadepera,Municipio
villaescusa,Municipio
villafafila,Municipio
villaferruena,Municipio
villageriz,Municipio
villalazan,Municipio
